Comment,Image No.
"very nicely photoed and presented","254"
"Kortweg, prachtig landschap, knappe verwerking !!","254"
"mooie effecten","254"
"Wat heb je er een mooie serie van gemaakt.  Net nog wat geupload, maar die komen niet allemaal in het geschiedenisboek voor de lagere school, slechts enkele. Groeten, John    Gezien  Bewonderd in Beautiful Groningen ","254"
"schitterende herfst foto en serie  Gezien in de groep Herfst in Nederland en Vlaanderen ","254"
"Gave kleuren.  Gezien in de groep Herfst in Nederland en Vlaanderen ","254"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","254"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","254"
"","255"
"grazie ","255"
"Hello!  Your photo has been featured in an artice with a mention to your Flickr profile.  Article title: Things to Do in Rome: Top 100 Rome Attractions URL:","255"
"","255"
"","255"
"so beautiful ! :)","256"
"Wonderful!","256"
"j'adore c'est une excellente photo..","256"
"Trs belle atmosphre!","256"
"J'aime beaucoup cette ambience si calme. Et les couleurs, bien sur","256"
"Autumn idyll","256"
"very nice autumn atmosphere!","256"
"Breathtaking yellow carpet ! I love how you frame your shots !!","256"
"wow, perfect!","256"
"jaune, verte et la lumire... c'est belle","256"
"I like this onr!!!  good job!","256"
"this is a nice place in this beautiful city ! ","257"
"really a fine street scene, andrey.","257"
"","257"
"Nice...  I saw this in TREE PICS..","258"
"Awesome Fall beauty !","259"
"Amazing colors!","259"
"Beautiful!","259"
"Lovely fall colors!!","259"
"Beautiful colors. Love it","259"
"Very nice!","259"
"Hermoso lugar!","259"
"Wonderful capture.","259"
"A great series of fall color, beautiful composition and light Elizabeth.","259"
"Stunning.","259"
"***** Hermosa Fotografa Vista En *****   ","259"
"Very good!","260"
"Cool! :D","260"
"Nature and art, they seem to shun each other Yet in a trice can draw back close once more; The aversions gone too that I felt before, Both equally attract me, I discover. An honest efforts all that we require! Only when weve assigned art clear-cut hours, With full exertion of our mental powers, Is nature free our hearts once more to inspire. Such is the case with all forms of refinement: In vain will spirits lacking due constraint Seek the perfection of pure elevation. He whod do great things must display restraint; The master shows himself first in confinement, And law alone can grant us liberation.  Goethe's sonnet about nature and art ","261"
"Beautiful autumn image !!!!","262"
"Thank you!!! :)","262"
"Lovely curves under the trees.","262"
"Maravilha da natureza !!!  Belssima srie de fotos !!!","263"
"Vista en:  See in:  En Armona con la naturaleza  ","263"
"Bela imagem! Tenha um timo domingo Flvio !","263"
" Viewed in Brasil Photos","263"
"This brilliant photo is like a shooting star, totally inspiring!   SHININGSTAR - Post 1- Invite 1- Give 5 Stars Thanks for brightening my day, shine on!  ","263"
"Thanks for your sharing!  The Great Image Group","263"
"Flavio parabns  voc retratou o esplendor desta arvore maravilhosa.","263"
"   Celebrated around the world in: * THE BEAUTIFUL GROUP * POST REGULARLY WITH US *","263"
"Beautiful tree!  Incredible amount of blooms on it.  Viewed and appreciated in the group     BEAUTIFUL BLOSSOMS","263"
"Este hermoso rbol es premiado por    Arboles and lovely trees","263"
"Hi Slougee, why did you repost my photo and even my description of the photo?","264"
"A wonderful, seasonal slice of life!","265"
"Very nice! Rainy days are my favorites for photography.","265"
"Today we are having a rainy day, down here in Buenos Aires, Argentina. And we're enjoying our last autumn weeks. So this picture fits nicely our current weather and season! :-D","265"
"wie ehrwrdig die Bume wirken, was fr eine Allee, ...sehr schnes Foto","266"
"this Amazing Work deserves a Crown !   Royal G. , +27'000 Flickers wear the Crown ! ","267"
"Adoro fotograf-los.","267"
"Beleza de composio!","267"
"Bela foto !","267"
"Bello!","267"
"Wonderful shot!  Great work!!! ","267"
"This wonderful tree is very nicely captured!","267"
"toda vez que passo nessa quadra durante essa epoca eu falto bater o carro pq fico olhando toda boba pra essa arvore","267"
"Muito lindo, aqui no Nordeste esta bela arvore  conhecida como p de baiana.","267"
"Maravilha!!!!!!!!!! ","267"
"Great shot.","267"
"Beleza estonteante, cores fantsticas!","267"
"Excellent image...well done my friend..! Really amazing.. :) Beautiful colours","267"
"Beautiful fall color on the road! Pinehurst19475 Happy weekend!","268"
"So pretty","268"
"Lovely colourful downtown scene.","269"
"","269"
"The sky color is exquisite! I like the effect.","269"
"The colour of the sky is spectacular!","269"
"","270"
"","270"
"","270"
"     ","270"
".","270"
"beautifully done  have a Wonderful Christmas","270"
"Love trees, love this!","271"
"Thank you Gina !!","271"
"Oh this is sooooo pretty Chris!!...and that poem? I have a strong love of Irish poems...I have them all over the place here...I use them for inspiration when I am down. A beauty my friend.","272"
"Thank you so much Sally","272"
"Nice work!  Love the wideness","272"
"Ciao, sono amministratore di un gruppo chiamato COLORI D'AUTUNNO (solo foto invitate) post 1 invite 1. Ci farebbe piacere aggiungere lelemento al gruppo.","272"
"splendid!!!!!!!!!!!!!!","272"
"Awesome Capture!","272"
"cool shot!","272"
"Fantastic capture - amazing play of sunlight Chris! - beautiful poem too =)","272"
"I liked it a lot!","272"
"Ohhhhhh, what a powerful looking tree my friend. i used to do some drawings of trees much too long ago...and what i always came up with usually looked like this with strong muscular features....as if they were alive.  Excellent find pal...but better yet....Excellent capture.","272"
"very nice...congratulations! :)","272"
"Excellent perspective! Congratulations for Explore!","272"
"a great photo","272"
"Very pretty. A tree with words.","272"
"what ROOTS!","272"
"great shot!","272"
"I love this one -- the composition is brilliant!!  Everything coes together in them middle of that tree trunk.","272"
"Beautiful light  colour!!","272"
"very beautiful street shot, lovely green and shadows, great work !","273"
"beautiful composition !","273"
"Fabulous light and composition! Well done!","273"
"Beautiful light and composition","275"
"so beautiful place to relax","275"
"Very nice!","275"
"really a beautiful place very peaceful","275"
"Bella giornata di sole !!!","275"
"Una buena foto con luz preciosa","275"
"This pic makes me wanna... give peanuts to squirrels in a park.","276"
"This pic makes me wanna... ....go back to Vancouver!! A beautiful province, everything is so green there!","276"
"This pic makes me wanna... eat some delicious Chinese food in Vancouver!","276"
"Nice perspective.  My Kind of Picture Gallery","276"
"That is nice and green! :-)  I saw this in 'On my Right'   On my Right","276"
"","277"
"","277"
"Very nice shot! Well done!","278"
"Wow! A B~BIC tree and lovely family. I feel like going there when I have a time.","278"
"","278"
"Very nice shape, and the fallen leaves add to the seasonal mood.","278"
"A beautiful post card for a family. Have a great day","278"
"nice","278"
"schne Moospolsterung","279"
"Thanks for posting  your photo here ! ","279"
"I saw your picture in the group Language s of Europe      ","279"
"Gesehen in:      Ich suche( immer noch)nach deutschen Kommentaren.","279"
"Nicely framing...","280"
"Very nice atmosphere.","281"
"","283"
"","283"
"","283"
"","283"
".","283"
"..","283"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","283"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","283"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","283"
"Excellent work ,   enjoy the weekend","283"
"Beautiful scenery.","284"
"Score 6/10 (from the Score Me! group)","284"
"Score 710 (from the Score Me! group)","284"
" ","284"
" Nice angle and I love the shadows crossing the path","284"
"The right time of day, but I might have looked for some more intersting subject matter in the foreground and waited for a moment with less noise in the background.","284"
" ","284"
" Score 6/10 (from the Score Me! group)","284"
"Score 6/10 (from the Score Me! group)","284"
"I want to go to Warsaw, maybe next year :D","284"
"   I saw this photo. I Love My Friend\'s Pic ^_^/ ","285"
"wonderful lighting and realization! Great job.","286"
"I like it, alot.","286"
"I enjoyed seeing your picture in the   Pictures Worth A Thousand Words group!","286"
"C'est un plaisirs, merci de m'avoir invite ;)","286"
"Nice BW shot","286"
"The trees give beauty to the street.","287"
"adne ujcie.","287"
"wonderful place to be, love the autumncolours and atmosphere:-)!","287"
"Piknie wyglda jesienna ulica :)","287"
"Excellent street scene and colours.  Have a great day and keep smiling.","287"
"Bardzo fajne ujcie !!!","287"
"wietny kadr!! pozdrawiam cieplutko ;)","287"
"A great scene and composition!","287"
"Fajny miejski kadr!","287"
"Cudowny jesienny parasol. Pozdrawiam i dzikuj za mie komentarze.","287"
"Great photography !","287"
"wonderful trees in the city- a real treasure.","287"
"Wishing you Happy and Great_Photos New Year! :)","288"
"","288"
"beautiful!  Love that cobblestone street!  I love taking these trips as an older person with the ability to really take it all in.  We spent some time this summer in Boston - and experienced a lot of that humidity!  But you are right - it's definitely worth it! :-)","289"
"This is excellent Jon, love the natural colors and the soft lighting here","289"
"Love that stones on the floor!","289"
"wonderful details here. love it","289"
"Gorgeous shot! Perfect composition and great perspective!!  Really captures the scene well!!","289"
"that cobblestone street is fantastic and what a range of tones in them.","289"
"wow...exemplary processing.","289"
"Beautifully composed on the diagonal and perfectly rendered. Another WOW shot!","289"
"Nice shooting Jon :o)","289"
"getting ... nostalgic.... i went to med school in philly, and did my fellowship training there as well.  my favorite part of philly is society hill / olde city / queen village / south street area, east of broad street.  nice shot... brings back some nice memories for me.  thanks!","289"
"very nice composition and angle !","289"
"Looks very good Jon","289"
"Great details in the foreground Jon. Brilliant shot and composition.","289"
"oh, wow! love this, Jon!","289"
"Wonderful details and tones! nicely composed","289"
"fantastic pov !","289"
"Love the composition and nice job processing the details and colors in the street.","289"
"superb details and excellent composition","289"
"great photo Jonathan.......i have cobblestones in the front of my house but not has beautiful has the stones in your shot","289"
"Grand textures and all. Can really appreciate this much.","289"
"Neat perspective!","289"
"Excellent colors and composition! I really like how you've divided the frame.","289"
"i love the rock road, very beautiful!!","289"
"I love them  great details   I love Philly","289"
"superb shot!","289"
"Nice detail, texture and tone. Superb","289"
"nice..","289"
"A beautiful shot Jon, great detail in the cobbles, love the lighter green in the far trees..... enjoy your weekend.","289"
"Fabulous composition","289"
"More cool cobblestones!","289"
"Beautiful capture","289"
"nicely composed","289"
"Muy bonita esa calle empedrada.","289"
"Very cool.  The stones make for a really nice texture.","289"
"Awesome street. The light and your processing make a full image, has great depth, the stones are awesome.  One of your better HDRs.  I never heard about the protests, this year? Republican convention? about what....found this on the news. ACLU Denounces Police Infiltration of Protest Groups at GOP Convention in Philadelphia Three cheers for police stopping the lunatic fringe.","289"
"Beautiful! I really like the angle and green tones.","289"
"A really beautiful scene.....the stone details are very attractive!","289"
"Love the cobblestone streets, beautiful capture","289"
"Really full of character. Probably not to nice to walk or drive on though.","289"
"oh my gosh, i love this scene sooo very much!!!","289"
"Beautiful street, nice shot!","289"
"I love cobblestone streets, they have so much character - unless you're trying to cross them in heels! :)  Lovely shot of this one!","289"
"Great photo, love it...","289"
"Love the colors in the stones ./  Excellent!","289"
"Fine!!","290"
"s, yo las coma de pequeo, es que Caribe es Caribe, hermano","291"
"You have a great eye.","291"
"me encanta, de noche esta escena se ha de ver interesante tambin, pero definitivamente me gusta as, muy buenas las sombras de las ramas asemejando las races del rbol","291"
"nice","291"
"Ese espacio que dejaste en el rbol para que la escultura del lobo tenga su lugar es maestra pura!","291"
"absolut strange ... great feeling ... great image !!!","291"
"The tree in the foreground is very gnarly, while its shadow echoes the round shape of the trees in the background.","291"
"y el mar siempre asomado en el fondo!!!! perfecta minno","291"
"Lobo! I'm liking the composition... simple and interesting.","291"
"striking arrangement, the posture of the tree and its shadows seem in some kind of emotional reaction to the dog sculpture...","291"
